rating,title,imdbid,id,year
2,"Sunrise: A Song of Two Humans",18455,1632,1927
0,"Kid Brother, The",18051,1964,1927
0,Nevada,18199,1982,1927
3,"My Best Girl",18183,2010,1927
1,Wings,18578,3118,1927
1,"Jazz Singer, The",18037,5975,1927
1,"Downhill [When Boys Leave Home]",17825,7324,1927
0,"Passion of Joan of Arc, The",19254,1314,1928
0,Speedy,19412,1963,1928
0,"Circus, The",18773,1968,1928
0,"Cameraman, The",18742,1970,1928
0,"Steamboat Bill, Jr.",19421,1971,1928
0,"Racket, The",19304,1972,1928
0,"Beggars of Life",18684,1977,1928
1,"Power of the Press, The",19290,1979,1928
0,"A Girl in Every Port",18937,1980,1928
3,"Patsy, The",19258,2013,1928
2,"While the City Sleeps",19571,2017,1928
2,"Man Who Laughs, The",19130,2021,1928
1,"Crowd, The",18806,5912,1928
2,"Docks of New York, The",18839,5984,1928
2,"Our Dancing Daughters",19237,9314,1928
0,"Un chien andalou",20530,1313,1929
2,"Cocoanuts, The",19777,1953,1929
0,"Welcome Danger",20572,1962,1929
3,"Pandora&#39;s Box (Die B&uuml;chse der Pandora)",18737,2324,1929
0,"Man with a Movie Camera",19760,3897,1929
2,Blackmail,19702,5979,1929
0,"Throw of the Dice",20286,6046,1929
3,"Juno and the Paycock [The Shame of Mary Boyle]",21015,7287,1929
3,"Broadway Melody",19729,8464,1929
1,"Blue Angel, The",20697,1315,1930
0,"All Quiet on the Western Front",20629,1316,1930
3,"Anna Christie",20641,1326,1930
3,"Ladies of Leisure",21040,3713,1930
0,"L&#39;Age d&#39;Or",21577,3871,1930
1,Morocco,21156,3865,1930
3,"Min and Bill",21148,3927,1930
2,"Be Yourself",20670,4253,1930
3,"Bat Whispers, The",20668,6782,1930
3,Murder!,21165,7291,1930
3,"Animal Crackers",20640,8463,1930
3,M,22100,610,1931
3,"M&auml;dchen in Uniform",22183,628,1931
3,"Night Nurse",22208,636,1931
1,Frankenstein,21884,1317,1931
3,"Anna Christie",20642,1327,1931
3,"Mata Hari",23196,1333,1931
0,"Tabu: A Story of the South Seas",22458,1633,1931
3,Indiscreet,22000,1828,1931
0,"Last Flight, The",22054,1956,1931
0,"Pardon Us",22251,1974,1931
2,Dracula,21814,1985,1931
1,"Monkey Business",22158,2384,1931
3,"City Lights",21749,2705,1931
2,"Smiling Lieutenant, The",22074,4243,1931
3,"Cheat, The",21735,5741,1931
3,"Public Enemy, The",22286,5934,1931
3,"La Chienne",21739,6030,1931
1,"A Nous la Liberte",22599,6031,1931
1,"Little Caesar",21079,6043,1931
3,"Skin Game, The",22395,7294,1931
2,"Rich and Strange [East of Shanghai]",23395,7296,1931
3,Dracula,21815,8213,1931
3,Cimarron,21746,8467,1931
1,"Hyppolit a lakaj",21985,8557,1931
3,Skippy,22397,9095,1931
1,"Champ, The",21730,9110,1931
1,"I Am a Fugitive from a Chain Gang",23042,1318,1932
3,"Grand Hotel",22958,1328,1932
2,"Age of Consent, The",22614,1983,1932
1,"Horse Feathers",23027,2383,1932
0,"White Zombie",23694,2550,1932
1,"Boudu Saved from Drowning",22718,2767,1932
1,"I Was Born, But...",23634,3530,1932
0,"Most Dangerous Game, The",23238,3658,1932
2,Freaks,22913,3659,1932
1,"Island of Lost Souls",24188,3844,1932
3,"Old Dark House, The",23293,4775,1932
3,"Merrily We Go to Hell",23213,5742,1932
2,"Girl from Calgary, The",22940,5783,1932
3,Vampyr,23649,5910,1932
3,"Shanghai Express",23458,5929,1932
3,"Three on a Match",23590,6051,1932
2,"Love Me Tonight",23158,6052,1932
1,Scarface,23427,6063,1932
3,"Red-Headed Woman",23385,6092,1932
1,"Death Kiss, The",23935,6176,1932
3,"Thirteen Women",23582,6852,1932
1,"Blue Light (Das Blaue Licht), The",22694,6990,1932
0,"Number 17",23285,7301,1932
3,"Bitter Tea of General Yen, The",23814,10705,1932
3,"Footlight Parade",24028,802,1933
3,"Queen Christina",24481,1330,1933
1,"Private Life of Henry VIII., The",24473,1248,1933
0,"King Kong",24216,2229,1933
3,"Little Women",24264,2231,1933
3,"Alice in Wonderland",23753,3188,1933
3,"Vampire Bat, The",24727,3210,1933
3,"42nd Street",24034,4335,1933
3,"Day of Reckoning",23932,5029,1933
1,"Duck Soup",23969,5185,1933
3,"Tomorrow at Seven",24679,5752,1933
3,"Gold Diggers of 1933",24069,5916,1933
3,Female,24008,6056,1933
3,"A Study in Scarlet",24625,6193,1933
0,"Peanut Vendor, The",24432,6205,1933
1,"Invisible Man, The",24184,7450,1933
3,"Baby Face",23775,7528,1933
1,"Design for Living",23940,8346,1933
3,Cavalcade,23876,8477,1933
1,"Kennel Murder Case, The",24210,10492,1933
2,"She Done Him Wrong",24548,10702,1933
3,"Sons of the Desert",24601,10714,1933
3,"It Happened One Night",25316,621,1934
1,"Cat&#39;s-Paw, The",24961,1324,1934
3,"Scarlet Empress, The",25746,1325,1934
1,"Painted Veil, The",25617,1329,1934
1,"Count of Monte Cristo, The",25004,1246,1934
1,Cleopatra,24991,1270,1934
1,"Of Human Bondage",25586,1379,1934
0,L&#39;atalante,24844,1795,1934
0,"Lost Patrol, The",25423,1969,1934
3,Spitfire,25822,4443,1934
3,Maniac,25465,4702,1934
3,"Anne of Green Gables",24831,5319,1934
2,"Lost in the Stratosphere",25424,5523,1934
3,"Search for Beauty",25755,5821,1934
3,"Evelyn Prentice",25091,6772,1934
3,"Man Who Knew Too Much, The",25452,7304,1934
3,"Imitation of Life",25301,7999,1934
0,"Mystery Liner",25543,8653,1934
2,"Top Hat",27125,595,1935
3,"39 Steps, The",26029,1242,1935
2,"Anna Karenina",26071,1261,1935
1,"Mutiny on the Bounty",26752,1361,1935
3,"Naughty Marietta",26768,1685,1935
3,Roberta,26942,2362,1935
3,"Magnificent Obsession",26667,2756,1935
1,"A Night At The Opera",26778,3881,1935
3,"Bride of Frankenstein, The",26138,3891,1935
2,"Lady in Scarlet, The",26599,5750,1935
2,"Riverside Murder, The",26939,5913,1935
2,"Mad Love",26663,7998,1935
1,"Swing Time",28333,596,1936
0,"Modern Times",27977,1323,1936
1,"Charge of the Light Brigade, The",27438,1237,1936
1,"San Francisco",28216,1359,1936
2,"Wife vs. Secretary",28505,1360,1936
3,"Petrified Forest, The",28096,1369,1936
3,"Mr. Deeds Goes to Town",27996,1992,1936
3,"Born to Dance",27387,2363,1936
0,"Revolt of the Zombies",28174,2554,1936
1,"Earthworm Tractors",27562,2699,1936
3,"Osaka Elegy",28021,2853,1936
3,"Theodora Goes Wild",28355,3280,1936
3,"Great Ziegfeld, The",27698,3401,1936
3,"Mandarin Mystery, The",29207,3548,1936
3,"Only Son, The",27752,3560,1936
3,Camille,28683,3598,1936
3,"Pennies from Heaven",28092,4010,1936
3,"Romeo and Juliet",28203,4069,1936
3,"Bullets or Ballots",27407,4143,1936
2,"My Man Godfrey",28010,5852,1936
3,Sabotage,28212,5926,1936
2,Fury,27652,6096,1936
3,"Murder at Glen Athol",28000,6174,1936
0,"Il caso Valdemar",3427056,6210,1936
2,"These Three",28356,7227,1936
3,"Secret Agent",28231,7308,1936
3,"Dracula&#39;s Daughter",27545,7992,1936
1,"Shall We Dance",29546,597,1937
3,"Stage Door",29604,631,1937
3,"Stella Dallas",29608,795,1937
2,Conquest,28739,1332,1937
2,Topper,29682,1335,1937
2,"Lost Horizon",29162,1336,1937
1,"Prisoner of Zenda, The",29442,1240,1937
2,"Knight Without Armor",29087,1244,1937
2,Parnell,29377,1358,1937
3,"Snow White and the Seven Dwarfs",29583,1976,1937
2,"A Day at the Races",28772,2382,1937
0,"Nothing Sacred",29322,3968,1937
3,"Make Way for Tomorrow",29192,4255,1937
1,"Murder at the Baskervilles (Silver Blaze)",29565,5617,1937
2,"Pepe le Moko",29453,5740,1937
3,"Awful Truth, The",28597,6554,1937
3,"Girl Was Young, The",29811,7317,1937
3,"Marked Woman",29217,7877,1937
3,"Bizarre, Bizarre",27552,8473,1937
1,"Life of Emile Zola, The",29146,8478,1937
3,"Wee Willie Winkie",29751,10352,1937
2,Carefree,29971,594,1938
3,"Lady Vanishes, The",30341,620,1938
3,Holiday,30241,994,1938
0,"Dawn Patrol, The",30044,1238,1938
2,Jezebel,30287,1367,1938
2,"Sisters, The",30755,1378,1938
0,"Boys Town",29942,2467,1938
1,"Mr. Wong, Detective",30473,2590,1938
2,"Adventures of Robin Hood, The",29843,3103,1938
2,"Bluebeard&#39;s Eighth Wife",29929,3283,1938
3,"Bringing Up Baby",29947,3400,1938
3,"Four Daughters",30149,3951,1938
3,"Mad Miss Manton, The",30396,4495,1938
1,"Baker&#39;s Wife, The",30127,6042,1938
1,"Angels with Dirty Faces",29870,7290,1938
3,"Wizard of Oz, The",32138,174,1939
3,"Gone with the Wind",31381,291,1939
2,"Dodge City",31235,383,1939
3,"Women, The",32143,588,1939
3,Stagecoach,31971,593,1939
2,"Wuthering Heights",32145,1239,1939
2,"Goodbye, Mr. Chips",31385,1245,1939
3,Ninotchka,31725,1259,1939
2,Juarez,31516,1368,1939
3,"Dark Victory",31210,1370,1939
2,"Essex and Elizabeth",31826,1371,1939
2,"Young Mr. Lincoln",32155,1382,1939
2,"Jesse James",31507,1383,1939
2,"Drums Along the Mohawk",31252,1384,1939
2,"Story of Alexander Graham Bell, The",31981,1385,1939
0,"Flying Deuces, The",31322,1973,1939
0,"Hunchback of Notre Dame, The",31455,2086,1939
2,"At the Circus",31060,2372,1939
3,"Gorilla, The",31387,2555,1939
1,"Mr. Wong in Chinatown",31680,2622,1939
1,"Of Mice and Men",31742,2851,1939
3,"Rules of the Game, The",31885,3089,1939
3,"Babes in Arms",31066,3723,1939
3,"Destry Rides Again",31225,5634,1939
3,"Nancy Drew... Reporter",31709,5763,1939
3,"Adventures of Sherlock Holmes, The",31022,5863,1939
2,"Mr. Smith Goes to Washington",31679,5946,1939
3,"Jamaica Inn",31505,7322,1939
2,"Le jour se l&egrave;ve",31514,8098,1939
0,"Gulliver&#39;s Travels",31397,8511,1939
3,"Love Affair",31593,9038,1939
1,Pinocchio,32910,478,1940
3,Rebecca,32976,618,1940
0,"Thief of Bagdad, The",33152,1265,1940
3,"Mortal Storm, The",32811,1501,1940
2,"Comrade X",32349,1355,1940
1,"Boom Town",32273,1356,1940
0,"Strange Cargo",33105,1357,1940
0,"Return of Frank James, The",32983,1366,1940
2,"All This, and Heaven Too",32194,1373,1940
2,"Letter, The",32701,1380,1940
3,"Grapes of Wrath, The",32551,1387,1940
0,"A Chump at Oxford",32339,1975,1940
3,"Ape, The",32215,2556,1940
1,"Santa Fe Trail",33021,2678,1940
3,"His Girl Friday",32599,3033,1940
3,"Sea Hawk, The",33028,3050,1940
3,"Great Dictator, The",32553,3470,1940
3,"Pride and Prejudice",32943,4257,1940
3,"Primrose Path",32946,4354,1940
2,"Chamber of Horrors / Door with the Seven Locks",32406,4363,1940
3,"Dance, Girl, Dance",32376,4415,1940
3,"Philadelphia Story, The",32904,4943,1940
0,Fantasia,32455,5039,1940
3,"Anne Of Windy Poplars",32211,5320,1940
3,Gaslight,31359,5773,1940
3,"Last Alarm, The",32690,5802,1940
1,"Foreign Correspondent",32484,7311,1940
3,"Shop Around the Corner, The",33045,7861,1940
1,"Knute Rockne All American",32676,8480,1940
2,"Two-Faced Woman",34328,1331,1941
3,"Shanghai Gesture, The",34175,1512,1941
1,"Maltese Falcon, The",33870,1230,1941
1,"Citizen Kane",33467,1266,1941
2,Dumbo,33563,1117,1941
2,"Little Foxes, The",33836,1372,1941
2,"Lady Eve, The",33804,1386,1941
3,"Devil and Miss Jones, The",33533,1682,1941
1,"Mr. Bug Goes to Town",33727,1941,1941
1,"High Sierra",33717,2410,1941
2,"Wolf Man, The",34398,2436,1941
3,"Cheers for Miss Bishop",33459,2446,1941
1,"Men of Boys Town",33902,2468,1941
0,"49th Parallel",33627,2867,1941
3,"Buck Privates",33436,2906,1941
3,"Hold That Ghost",33723,2910,1941
3,"Meet John Doe",33891,3717,1941
3,"Sullivan&#39;s Travels",34240,4359,1941
3,"Murder by Invitation",33928,6171,1941
1,"Ladies In Retirement",33802,6318,1941
3,Suspicion,34248,7329,1941
0,"Sun valley serenade",34241,8625,1941
3,"How Green Was My Valley",33729,8983,1941
3,"Reluctant Dragon, The",34091,9025,1941
3,"King of the Zombies",33787,9192,1941
2,"Ball of Fire",33373,10347,1941
3,"Major and the Minor, The",35019,681,1942
3,"Now, Voyager",35140,689,1942
1,Casablanca,34583,1076,1942
2,"Magnificent Ambersons, The",35015,1289,1942
1,Bambi,34492,1116,1942
1,"Son of Fury: The Story of Benjamin Blake",35360,1388,1942
3,"For Me and My Gal",34746,1675,1942
3,"I Married an Angel",34882,1686,1942
3,"Cat People",34587,2708,1942
0,"Black Dragons",34521,3518,1942
0,"There Was a Father",34591,3789,1942
2,"Tales of Manhattan",35415,3875,1942
3,"Man Who Came to Dinner, The",33874,4475,1942
3,"Woman of the Year",35567,4870,1942
0,"To Be or Not to Be",35446,5303,1942
1,"Sherlock Holmes and the Secret Weapon",35317,5859,1942
1,Saboteur,35279,5938,1942
1,Saboteur,35279,5939,1942
3,"Mrs. Miniver",35093,6384,1942
0,"Saludos Amigos",36326,7696,1942
1,"Corpse Vanishes, The",34613,7697,1942
3,"Gay Sisters, The",34770,10343,1942
3,"Old Acquaintance",36230,1374,1943
3,"Watch on the Rhine",36515,1375,1943
1,"Girl Crazy",35942,1691,1943
3,"I Walked with a Zombie",36027,1955,1943
1,"Sky&#39;s the Limit, The",36363,1959,1943
0,Sahara,36323,1987,1943
0,"Guadalcanal Diary",35957,1988,1943
3,"Tender Comrade",36418,2407,1943
3,"Day of Wrath",36506,3753,1943
2,"Life and Death of Colonel Blimp, The",36112,3839,1943
3,"Le Corbeau: The Raven",35753,3890,1943
3,"Shadow of a Doubt",36342,4617,1943
0,"Judo Saga (Sanshiro Sugata)",36400,4699,1943
3,"Cry &#39;Havoc&#39;",35770,5209,1943
0,"Fires Were Started",35881,5554,1943
1,"Ox-Bow Incident, The",36244,6310,1943
3,"So Proudly We Hail!",36367,6315,1943
3,"Jane Eyre",36969,6781,1943
1,"More the Merrier, The",36172,7410,1943
1,"La main du diable",35017,7475,1943
3,"Angels of Sin",35636,7834,1943
3,"Seventh Victim, The",36341,8090,1943
3,China,35735,8501,1943
1,Ossessione,35160,8801,1943
3,"Millions Like Us",36160,10283,1943
3,"Arsenic and Old Lace",36613,201,1944
3,"Double Indemnity",36775,1416,1944
2,"Mr. Skeffington",37094,1376,1944
3,"Meet Me in St. Louis",37059,1676,1944
2,"Hail the Conquering Hero",36891,1683,1944
0,Torment,36914,2045,1944
1,"Window in the Window",37469,2181,1944
3,Laura,37008,2715,1944
3,"Cover Girl",36723,3134,1944
3,"Since You Went Away",37280,3154,1944
3,"To Have and Have Not",37382,3245,1944
3,"I&#39;ll Be Seeing You",36940,3279,1944
3,"National Velvet",37120,4222,1944
3,"Most Beautiful (Ichiban utsukushiku), The",36947,4698,1944
3,Lifeboat,37017,5983,1944
0,"Three Caballeros, The",38166,6319,1944
1,"Minstrel Man",37076,6420,1944
3,"A Canterbury Tale",36695,6515,1944
3,"Uninvited, The",37415,9270,1944
1,"Die Feuerzangenbowle",36818,9718,1944
3,"Mildred Pierce",37913,794,1945
3,"I Know Where I&#39;m Going",37800,1213,1945
3,"Seventh Veil, The",38924,1280,1945
3,"Brief Encounter",37558,1544,1945
0,"Along Came Jones",37508,1639,1945
3,"Isle of the Dead",37820,2004,1945
3,"Enchanted Cottage, The",37671,2434,1945
0,"Objective, Burma!",37954,3271,1945
2,"Lost Weekend, The",37884,3583,1945
1,Detour,37638,3999,1945
3,Spellbound,38109,4252,1945
3,"Rome, Open City",38890,4428,1945
3,"Scarlet Street",38057,5081,1945
2,"Children of Paradise",37674,5129,1945
3,"Keep Your Powder Dry",37843,5677,1945
3,"Woman in Green, The",38259,5856,1945
0,"Anchors Aweigh",37514,6017,1945
2,"Thin Man Goes Home",37365,6848,1945
1,"Red Dragon, The",38017,6945,1945
3,"Dead of Night",37635,7185,1945
3,"Les dames du Bois de Boulogne",37630,7835,1945
3,"Wicked Lady, The",38250,9005,1945
3,"Leave Her to Heaven",37865,10235,1945
3,"Corn Is Green, The",37614,10345,1945
3,"Bells of St Mary&#39;s, The",37536,10666,1945
2,Notorious,38787,622,1946
3,"Harvey Girls, The",38589,786,1946
1,"Big Sleep, The",38355,971,1946
1,"Postman Always Rings Twice, The",38854,1424,1946
0,"Stairway to Heaven",38733,1231,1946
3,"Beauty and the Beast",38348,1268,1946
0,Deception,38461,1377,1946
3,Devotion,38474,1381,1946
3,"Two Sisters from Boston",39054,1680,1946
3,"It&#39;s a Wonderful Life",38650,2235,1946
1,"Jolson Story, The",38661,2654,1946
0,Gilda,38559,2809,1946
3,"Strange Woman, The",38990,3145,1946
1,"My Darling Clementine",38762,3783,1946
2,"Best Years of Our Lives, The",36868,3982,1946
3,"Dressed to Kill",38494,4002,1946
2,"Duel in the sun",38499,4900,1946
1,"Chase, The",38409,5497,1946
2,"Song of the South",38969,5646,1946
1,"Terror by Night",39017,5872,1946
1,"Dark Corner, The",38453,5961,1946
3,"Stranger, The",38991,7671,1946
1,"Make Mine Music",38718,8052,1946
3,"Years Between, The",39112,8354,1946
2,"Great Expectations",38574,9182,1946
3,"She-Wolf of London",38934,10597,1946
3,"Black Narcissus",39192,1211,1947
1,"Exile, The",39360,1235,1947
2,"Odd Man Out",39677,1278,1947
2,"Good News",39431,1679,1947
3,"Shocking Miss Pilgrim, The",39819,1681,1947
3,"Egg and I, The",39349,2287,1947
2,"Paradine Case, The",39694,2330,1947
3,"Ghost and Mrs. Muir, The",39420,3047,1947
2,Gunfighters,39441,3112,1947
2,Crossfire,39286,4411,1947
2,"Calendar Girl",39236,5779,1947
2,"Build My Gallows High",39689,6550,1947
3,Nada,39650,7432,1947
1,"Fun &amp; Fancy Free",39404,8053,1947
3,"Body and Soul",39204,8619,1947
